Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
35,0,Travel_Frequently,Research & Development,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,4425,No,3,4,0,10,3,6,2,2
42,0,Non-Travel,Research & Development,2,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,5265,No,3,2,1,11,3,5,3,2
38,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6553,No,3,2,0,14,3,1,0,0
38,0,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,6261,No,3,1,1,9,1,7,7,7
27,0,Travel_Frequently,Research & Development,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,4298,No,3,3,1,6,3,2,2,0
49,0,Non-Travel,Research & Development,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,6804,Yes,3,1,2,7,3,7,7,7
34,0,Travel_Frequently,Research & Development,4,Medical,4,Male,3,1,Research Scientist,3,Divorced,3815,Yes,3,4,1,5,4,5,3,0
40,0,Travel_Rarely,Research & Development,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,2741,Yes,3,3,1,15,4,7,2,7
38,1,Travel_Rarely,Research & Development,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,6673,Yes,3,2,0,17,3,1,0,0
29,1,Travel_Rarely,Sales,3,Marketing,2,Female,3,3,Sales Executive,4,Married,7639,No,4,4,3,10,2,10,4,9
22,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,4,1,Research Scientist,2,Divorced,2328,Yes,3,1,1,4,2,4,2,2
36,0,Travel_Frequently,Research & Development,1,Medical,2,Female,3,1,Laboratory Technician,4,Single,2153,No,3,1,0,8,3,8,1,7
40,0,Non-Travel,Research & Development,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,Married,4876,No,3,4,1,5,1,3,2,2
46,0,Travel_Rarely,Research & Development,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,9396,No,3,3,1,17,3,4,2,3
32,1,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,No,3,3,0,14,2,14,8,8
30,0,Non-Travel,Research & Development,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,8474,No,4,3,0,12,3,11,8,8
27,0,Travel_Frequently,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,9981,No,3,4,0,7,3,7,7,7
51,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,2,3,Research Director,2,Married,12490,No,3,4,2,16,1,10,9,7
30,1,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,2657,Yes,3,3,0,8,3,5,2,4
41,0,Travel_Rarely,Sales,3,Life Sciences,4,Female,3,3,Manager,4,Single,13591,Yes,3,3,0,16,3,1,0,0
30,1,Travel_Frequently,Sales,4,Marketing,3,Female,2,2,Sales Executive,1,Single,6696,No,3,3,0,9,2,6,3,1
29,1,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,2058,No,3,4,0,7,2,6,2,5
45,0,Non-Travel,Sales,3,Medical,4,Female,2,3,Sales Executive,4,Single,8865,No,3,4,0,23,3,19,7,8
54,0,Travel_Rarely,Sales,3,Marketing,4,Female,3,2,Sales Executive,1,Married,5940,No,3,4,1,16,3,6,2,5
36,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,No,3,4,0,16,4,13,11,7
33,0,Travel_Rarely,Research & Development,4,Medical,3,Female,2,1,Research Scientist,2,Married,2622,No,4,4,0,7,3,3,2,1
37,0,Travel_Frequently,Research & Development,3,Other,2,Male,3,3,Research Director,4,Divorced,12185,Yes,3,3,3,10,3,10,8,7
38,0,Travel_Rarely,Sales,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,10609,No,3,3,2,17,2,16,10,13
31,0,Non-Travel,Research & Development,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,4345,No,3,4,1,6,3,5,4,4
59,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2177,No,3,1,1,7,3,1,0,0
37,0,Travel_Frequently,Sales,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,No,3,3,1,13,3,9,8,8
29,0,Travel_Frequently,Sales,1,Medical,2,Female,3,3,Sales Executive,4,Married,7918,No,3,4,1,11,3,11,10,1
35,0,Travel_Frequently,Sales,3,Marketing,3,Female,3,3,Sales Executive,3,Single,8789,No,3,1,0,10,4,10,7,8
29,1,Travel_Rarely,Research & Development,1,Medical,3,Male,2,1,Research Scientist,4,Single,2389,Yes,3,3,0,4,2,4,3,1
52,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,3212,No,3,2,0,6,2,2,2,2
42,0,Travel_Rarely,Research & Development,2,Technical Degree,3,Male,3,5,Manager,4,Married,19232,No,3,4,0,22,3,22,17,15
59,0,Travel_Rarely,Human Resources,2,Medical,2,Male,3,1,Human Resources,3,Married,2267,No,3,4,0,7,2,2,2,2
50,0,Travel_Rarely,Sales,4,Medical,4,Female,3,5,Manager,4,Divorced,19517,No,3,3,1,32,2,7,0,6
33,1,Travel_Rarely,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,2436,Yes,3,3,1,8,1,5,4,4
43,0,Travel_Rarely,Sales,3,Marketing,4,Female,3,4,Manager,4,Married,16064,Yes,4,3,1,22,3,17,13,9
33,1,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,No,4,1,0,13,4,9,7,7
52,0,Non-Travel,Sales,4,Life Sciences,1,Male,2,5,Manager,3,Single,19068,Yes,3,4,0,33,4,33,7,12
32,0,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,No,3,1,1,6,3,4,3,2
32,1,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,3730,Yes,3,4,0,4,1,3,2,2
39,0,Travel_Rarely,Research & Development,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,No,3,3,3,7,3,3,2,2
32,0,Non-Travel,Sales,4,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,No,3,1,0,4,3,3,2,2
41,0,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,3072,No,3,1,2,17,2,1,0,0
40,0,Travel_Rarely,Research & Development,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,3319,No,3,1,2,9,3,9,8,7
45,0,Travel_Rarely,Research & Development,3,Other,3,Male,4,5,Manager,4,Married,19202,No,3,3,1,25,3,24,0,7
31,0,Travel_Frequently,Research & Development,4,Medical,2,Male,3,3,Research Director,3,Divorced,13675,No,3,1,1,9,3,2,2,2
33,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,2911,No,3,3,1,2,2,2,2,2
34,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,5957,No,3,2,1,13,3,11,9,9
37,0,Travel_Rarely,Research & Development,2,Medical,3,Female,2,1,Research Scientist,1,Married,3920,No,3,1,1,17,2,3,1,2
45,0,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,No,3,4,1,9,3,3,2,2
37,1,Travel_Frequently,Research & Development,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,10048,No,3,2,2,17,3,1,0,0
39,0,Travel_Frequently,Research & Development,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,10938,No,4,4,0,20,3,19,6,8
29,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,No,3,1,0,6,3,6,5,5
42,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,Yes,3,3,0,10,3,3,2,2
29,0,Travel_Rarely,Sales,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,No,3,4,1,10,3,3,2,2
25,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,No,3,4,2,5,3,4,2,2
42,0,Travel_Rarely,Research & Development,3,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,2593,Yes,3,3,1,10,3,9,6,8
40,0,Travel_Rarely,Research & Development,2,Medical,1,Male,3,5,Research Director,3,Divorced,19436,No,3,4,1,22,3,21,7,9
51,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2723,No,3,2,0,1,2,1,0,0
31,1,Travel_Frequently,Research & Development,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,3479,No,3,2,0,6,4,5,4,4
32,0,Travel_Frequently,Research & Development,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,2794,No,4,3,0,5,1,5,1,3
38,0,Non-Travel,Sales,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,5249,No,3,4,1,13,3,8,7,5
32,0,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,2176,No,3,4,0,9,3,6,2,4
46,0,Travel_Rarely,Sales,3,Technical Degree,3,Female,1,4,Manager,2,Married,16872,Yes,3,2,1,28,2,7,7,7
28,1,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,No,3,3,0,5,1,0,0,0
29,0,Travel_Rarely,Sales,3,Medical,1,Male,2,2,Sales Executive,2,Married,6644,No,3,2,2,10,3,0,0,0
31,0,Travel_Rarely,Research & Development,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,5582,No,4,2,1,10,3,9,0,8
25,0,Non-Travel,Research & Development,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,4000,No,3,4,2,6,3,6,3,5
45,0,Travel_Rarely,Research & Development,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,13496,Yes,3,2,0,21,3,20,7,10
36,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,3210,No,3,3,1,16,3,15,13,11
55,0,Travel_Rarely,Research & Development,3,Medical,4,Male,3,5,Manager,1,Single,19045,Yes,3,3,0,37,3,36,10,13
47,1,Non-Travel,Research & Development,4,Life Sciences,1,Male,3,3,Manager,2,Married,11849,Yes,3,4,1,10,2,10,7,9
28,0,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Research Scientist,4,Married,2070,No,4,4,1,5,2,5,2,4
37,0,Travel_Rarely,Sales,4,Medical,3,Male,3,2,Sales Executive,4,Married,6502,No,3,2,1,7,4,5,4,1
21,0,Travel_Rarely,Research & Development,2,Medical,4,Male,2,1,Research Scientist,3,Single,3230,No,3,1,0,3,4,3,2,0
37,0,Non-Travel,Research & Development,4,Medical,1,Female,3,3,Research Director,4,Divorced,13603,Yes,3,1,2,15,3,5,2,2
35,0,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,4,3,Manager,2,Divorced,11996,No,3,2,1,10,2,7,7,2
38,0,Travel_Rarely,Sales,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,5605,Yes,4,3,1,8,3,8,0,7
26,0,Travel_Frequently,Research & Development,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,6397,No,4,1,1,6,1,6,5,4
50,0,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,5,Research Director,2,Divorced,19144,No,3,1,2,28,2,10,4,6
53,0,Travel_Rarely,Research & Development,4,Medical,3,Male,3,4,Research Director,3,Married,17584,Yes,3,4,3,21,2,5,3,3
42,0,Travel_Rarely,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4907,No,4,3,0,20,3,20,16,6
29,0,Travel_Frequently,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,No,3,1,0,10,2,10,7,9
55,0,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,5415,Yes,3,4,1,12,3,10,7,8
26,0,Travel_Frequently,Research & Development,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,4741,Yes,3,3,1,5,3,5,3,3
37,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,No,3,2,0,17,3,17,12,7
44,1,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3161,Yes,4,4,1,19,1,1,0,0
38,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,5745,No,3,2,1,10,3,2,2,2
26,1,Travel_Rarely,Research & Development,4,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,2373,Yes,3,4,1,5,3,3,2,2
28,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,3310,No,4,4,0,5,3,5,3,2
49,0,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,Yes,3,4,0,22,3,3,2,2
36,0,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,4485,No,3,4,0,10,3,8,0,7
31,0,Travel_Frequently,Sales,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,No,3,3,1,2,2,2,2,2
26,1,Travel_Rarely,Sales,4,Marketing,4,Male,2,2,Sales Executive,4,Single,5828,Yes,3,2,0,8,3,8,7,4
37,0,Travel_Frequently,Research & Development,3,Medical,2,Male,3,1,Research Scientist,4,Married,2326,Yes,3,3,3,4,2,4,2,2
42,0,Travel_Frequently,Sales,3,Marketing,3,Female,3,4,Sales Executive,2,Married,13525,No,3,4,1,23,4,20,4,8
18,1,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,No,3,3,0,0,3,0,0,0
35,0,Travel_Rarely,Sales,3,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,No,3,3,2,12,2,11,9,9
36,0,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,3688,No,3,4,2,4,3,1,0,0
51,0,Travel_Rarely,Research & Development,3,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,5482,No,3,4,1,13,3,4,1,2
41,0,Travel_Rarely,Sales,4,Life Sciences,4,Male,3,4,Manager,2,Single,16015,No,3,2,0,22,3,22,10,4
18,0,Travel_Rarely,Sales,3,Medical,4,Female,2,1,Sales Representative,3,Single,1200,No,3,1,0,0,3,0,0,0
28,0,Travel_Rarely,Research & Development,2,Medical,2,Male,4,2,Healthcare Representative,1,Single,5661,No,3,3,0,9,3,8,3,7
31,0,Travel_Rarely,Sales,3,Technical Degree,2,Male,4,2,Sales Executive,4,Married,6929,No,3,2,1,10,2,8,7,7
39,0,Travel_Rarely,Research & Development,3,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,9613,No,3,1,3,19,2,18,10,7
36,0,Non-Travel,Research & Development,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,5674,No,3,3,1,11,3,9,8,8
32,0,Travel_Rarely,Sales,3,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,No,3,3,1,13,2,13,8,8
38,0,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,2,3,Research Director,2,Married,12061,No,3,3,1,19,3,10,8,1
58,0,Non-Travel,Research & Development,4,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,5660,Yes,3,4,1,12,3,5,3,2
31,0,Travel_Rarely,Research & Development,4,Technical Degree,3,Male,3,1,Research Scientist,4,Married,4821,Yes,3,3,1,6,3,5,2,3
31,0,Travel_Rarely,Human Resources,3,Human Resources,1,Male,2,2,Human Resources,1,Married,6410,No,3,4,0,9,3,2,2,0
45,0,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,5210,No,3,1,1,24,3,24,9,11
31,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2695,Yes,3,2,1,3,1,2,2,2
33,0,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,3,Manager,2,Married,11878,No,3,2,2,12,3,10,6,8
39,0,Travel_Rarely,Research & Development,1,Medical,3,Male,3,4,Manager,1,Married,17068,Yes,3,4,0,21,3,21,9,10
43,0,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2455,No,3,1,0,9,3,8,7,7
49,0,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,13964,Yes,3,4,0,25,3,7,1,7
52,1,Travel_Rarely,Research & Development,4,Medical,3,Male,2,2,Research Scientist,2,Married,4941,No,3,1,0,11,2,8,2,7
27,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,1,Research Scientist,2,Single,2478,Yes,3,2,0,4,2,4,3,2
32,0,Travel_Rarely,Sales,2,Technical Degree,3,Female,2,2,Sales Executive,2,Married,5228,Yes,3,4,0,13,3,13,12,9
27,0,Travel_Rarely,Sales,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,4478,Yes,3,1,0,5,3,5,4,4
31,0,Travel_Rarely,Sales,3,Marketing,4,Male,3,2,Sales Executive,4,Divorced,7547,No,3,4,3,13,3,7,7,7
32,0,Travel_Rarely,Research & Development,4,Medical,1,Female,4,2,Research Scientist,4,Single,5055,No,3,3,0,10,2,7,7,7
28,1,Travel_Rarely,Research & Development,4,Medical,1,Male,1,1,Research Scientist,4,Married,3464,Yes,3,4,0,5,2,3,2,2
30,0,Travel_Rarely,Research & Development,2,Medical,4,Female,3,2,Research Scientist,4,Married,5775,No,3,4,2,11,3,10,8,9
31,0,Travel_Frequently,Research & Development,2,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,8943,No,4,1,1,10,3,10,9,9
39,0,Travel_Frequently,Research & Development,2,Medical,3,Male,2,5,Manager,4,Married,19272,No,3,1,1,21,3,21,9,3
39,1,Travel_Rarely,Sales,2,Medical,4,Female,3,2,Sales Executive,3,Married,5238,Yes,3,1,0,12,2,1,0,0
33,0,Travel_Frequently,Sales,3,Marketing,2,Male,2,2,Sales Executive,4,Single,4682,No,3,3,0,9,2,7,7,1
47,0,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,5,Research Director,3,Married,18300,No,3,2,1,21,3,3,2,1
43,0,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,2,2,Laboratory Technician,3,Divorced,5257,No,3,2,1,9,4,9,7,0
27,0,Non-Travel,Sales,1,Marketing,3,Male,3,2,Sales Executive,2,Married,6349,Yes,3,4,1,6,3,5,4,4
54,0,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4869,No,3,4,0,20,2,4,3,3
43,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,9985,No,3,1,1,10,2,1,0,0
45,0,Travel_Rarely,Research & Development,4,Other,4,Male,3,2,Research Scientist,4,Married,3697,No,3,1,2,12,3,10,9,8
40,0,Travel_Rarely,Sales,2,Medical,2,Male,1,2,Sales Executive,4,Married,7457,Yes,4,3,3,6,2,4,3,2
29,1,Travel_Rarely,Research & Development,4,Other,2,Male,1,1,Laboratory Technician,1,Married,2119,Yes,3,4,0,7,2,7,7,7
29,0,Travel_Rarely,Research & Development,5,Other,2,Male,2,1,Laboratory Technician,4,Single,3983,No,3,3,0,4,3,3,2,2
30,0,Travel_Rarely,Sales,3,Marketing,4,Female,2,2,Sales Executive,3,Divorced,6118,No,3,3,3,10,3,10,9,2
27,0,Travel_Rarely,Sales,4,Marketing,2,Female,3,2,Sales Executive,2,Married,6214,No,3,1,1,8,3,8,7,7
37,0,Travel_Rarely,Research & Development,2,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,6347,No,3,3,2,8,2,6,2,4
38,0,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,Yes,3,2,1,12,3,11,10,9
31,0,Travel_Rarely,Research & Development,4,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,Yes,3,3,0,11,2,11,9,10
29,0,Travel_Rarely,Sales,1,Marketing,4,Female,2,2,Sales Executive,2,Divorced,8268,Yes,3,1,2,7,3,7,7,7
35,0,Travel_Rarely,Research & Development,4,Technical Degree,3,Male,3,3,Manufacturing Director,2,Single,8095,No,3,4,0,17,3,16,6,13
23,0,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2904,No,3,3,2,4,2,4,2,2
41,0,Travel_Rarely,Research & Development,3,Medical,4,Male,2,2,Manufacturing Director,2,Single,6032,Yes,3,4,0,8,3,5,4,2
47,0,Travel_Frequently,Sales,1,Medical,2,Male,3,2,Sales Representative,3,Single,2976,No,3,1,0,5,3,0,0,0
42,0,Travel_Rarely,Research & Development,5,Life Sciences,1,Female,3,4,Research Director,4,Single,15992,No,3,2,0,16,3,1,0,0
29,0,Non-Travel,Sales,3,Life Sciences,4,Male,3,2,Sales Executive,3,Married,4649,No,3,1,1,4,2,4,3,2
42,0,Travel_Rarely,Human Resources,1,Technical Degree,3,Male,3,1,Human Resources,3,Divorced,2696,Yes,3,3,1,4,3,3,2,0
32,0,Travel_Rarely,Research & Development,3,Medical,3,Female,3,1,Laboratory Technician,2,Married,2370,No,3,3,1,8,3,8,0,7
48,0,Travel_Rarely,Sales,1,Medical,1,Female,3,3,Manager,3,Married,12504,No,4,2,1,15,1,0,0,0
37,0,Travel_Rarely,Research & Development,3,Medical,3,Male,4,2,Research Scientist,1,Divorced,5974,Yes,3,1,2,13,3,7,7,7
30,0,Non-Travel,Sales,2,Technical Degree,4,Female,3,2,Sales Executive,3,Married,4736,Yes,3,2,1,4,4,2,2,2
26,0,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,3,Married,5296,No,3,2,1,8,3,8,7,7
42,0,Travel_Rarely,Research & Development,4,Other,1,Male,2,2,Healthcare Representative,4,Single,6781,No,4,2,0,14,3,1,0,0
21,1,Travel_Frequently,Sales,1,Technical Degree,1,Female,2,1,Sales Representative,2,Single,2174,Yes,3,3,0,3,3,3,2,2
36,0,Non-Travel,Sales,5,Medical,4,Female,3,2,Sales Executive,4,Single,6653,No,3,2,0,7,3,1,0,0
36,0,Travel_Frequently,Sales,4,Medical,1,Male,2,3,Sales Executive,4,Married,9699,No,3,1,1,16,3,13,9,12
57,0,Travel_Rarely,Research & Development,4,Medical,4,Male,3,2,Healthcare Representative,3,Married,6755,No,3,3,0,15,3,3,2,2
40,0,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,4,1,Laboratory Technician,3,Married,2213,Yes,3,3,1,10,3,7,7,7
21,0,Non-Travel,Sales,2,Medical,1,Male,3,1,Sales Representative,4,Single,2610,No,4,3,0,3,2,3,2,2
33,1,Travel_Rarely,Sales,3,Marketing,4,Female,3,1,Sales Representative,3,Single,2851,Yes,3,2,0,1,3,1,0,0
37,0,Travel_Rarely,Research & Development,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,No,4,2,1,17,3,5,4,3
46,0,Non-Travel,Research & Development,4,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,No,3,3,0,7,4,1,0,0
41,1,Travel_Frequently,Sales,3,Marketing,1,Male,3,2,Sales Executive,2,Single,9355,No,3,3,0,8,3,8,7,7
50,0,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,10496,No,3,4,0,20,3,4,3,3
40,1,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,3,Married,6380,Yes,3,1,2,8,3,6,4,0
31,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,2,Single,2657,Yes,3,4,0,3,3,2,2,2
21,1,Travel_Rarely,Sales,3,Life Sciences,3,Female,4,1,Sales Representative,2,Single,2716,No,3,4,0,1,3,1,0,0
29,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,2201,No,3,4,0,6,3,3,2,2
35,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,6540,No,3,3,0,10,3,1,1,0
27,0,Travel_Rarely,Research & Development,2,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,3816,No,3,2,1,5,3,5,2,4
28,0,Travel_Rarely,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,5253,No,3,4,0,7,3,7,5,7
49,0,Travel_Rarely,Research & Development,3,Other,2,Male,2,3,Healthcare Representative,3,Single,10965,No,4,3,0,26,3,5,2,0
51,0,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Executive,4,Married,4936,No,3,3,1,18,2,7,7,7
36,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,Married,2543,No,3,2,1,6,3,2,2,2
34,1,Non-Travel,Sales,3,Marketing,1,Male,4,2,Sales Executive,4,Single,5304,Yes,3,2,0,9,2,5,2,4
55,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,4,Manager,4,Single,16659,Yes,3,3,0,30,3,5,4,2
24,0,Travel_Rarely,Sales,4,Marketing,4,Female,3,2,Sales Executive,3,Divorced,4260,Yes,3,4,1,5,4,5,2,3
30,0,Travel_Rarely,Sales,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,No,3,1,1,1,3,1,0,0
26,1,Travel_Frequently,Research & Development,1,Technical Degree,3,Male,3,1,Research Scientist,1,Single,3102,No,4,3,0,7,3,6,4,4
22,0,Travel_Rarely,Research & Development,3,Medical,1,Female,3,1,Research Scientist,2,Married,2244,No,3,4,1,2,3,2,1,2
36,0,Travel_Rarely,Sales,2,Medical,2,Male,2,3,Sales Executive,3,Married,7596,No,3,2,2,10,3,10,9,0
30,1,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,4,Single,2285,Yes,4,3,0,3,3,1,0,0
37,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,3034,No,3,3,1,18,2,18,7,17
40,0,Travel_Rarely,Sales,2,Marketing,4,Female,3,2,Sales Executive,2,Divorced,5715,No,3,3,2,8,3,5,4,3
42,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,3,1,Laboratory Technician,1,Divorced,2576,No,3,2,1,8,3,5,2,2
37,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,4197,Yes,3,4,0,18,2,1,0,1
43,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,4,Research Director,2,Divorced,14336,No,3,3,1,25,3,25,10,9
40,0,Travel_Rarely,Research & Development,3,Medical,2,Female,2,2,Laboratory Technician,3,Married,3448,No,4,2,1,20,3,1,0,0
54,0,Travel_Rarely,Research & Development,2,Medical,1,Male,3,5,Research Director,1,Married,19406,No,3,3,1,24,2,4,2,2
34,0,Non-Travel,Sales,4,Marketing,3,Female,3,2,Sales Executive,3,Married,6538,No,3,1,1,6,3,3,2,2
31,0,Travel_Rarely,Research & Development,2,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,No,3,2,1,13,1,13,10,12
